battery_id,test_id,Capacity,initial_capacity,SOH,capacity_fade,cycle_norm,capacity_rolling_5,capacity_delta,capacity_accel,temperature,RUL,max_rul,RUL_norm
B0005,24,1.814201935767392,1.8564874208181572,0.977222853989428,0.0422854850507656,0.0391517128874388,1.822793080101293,-0.0104176169190586,-0.0104239011085729,24,567,590,0.9610169491525423
B0005,26,1.8137521577549052,1.8564874208181572,0.9769805803238794,0.042735263063252,0.0424143556280587,1.8203921535389636,-0.0004497780124863,0.0099678389065722,24,565,590,0.9576271186440678
B0005,28,1.8134404914735824,1.8564874208181572,0.9768127007692816,0.0430469293445752,0.0456769983686786,1.8181254812358527,-0.0003116662813231,0.0001381117311631,24,563,590,0.9542372881355933
B0005,30,1.8025980036306504,1.8564874208181572,0.9709723768751648,0.053889417187507,0.0489396411092985,1.813722428262596,-0.0108424878429318,-0.0105308215616086,24,561,590,0.9508474576271186
B0005,32,1.80210690024615,1.8564874208181572,0.9707078432300706,0.0543805205720073,0.0522022838499184,1.809219897774536,-0.0004911033845003,0.0103513844584315,24,559,590,0.9474576271186441
B0005,34,1.802579500826209,1.8564874208181572,0.9709624103091468,0.0539079199919483,0.0554649265905383,1.8068954107863,0.000472600580059,0.0009637039645593,24,557,590,0.9440677966101695
B0005,36,1.8030683142834096,1.8564874208181572,0.9712257104811376,0.0534191065347477,0.0587275693311582,1.804758642092,0.0004888134572005,1.6212877141486004e-05,24,555,590,0.940677966101695
B0005,38,1.802777624719604,1.8564874208181572,0.971069130069902,0.0537097960985533,0.0619902120717781,1.8026260687412048,-0.0002906895638055,-0.000779503021006,24,553,590,0.9372881355932203
B0005,41,1.8470259949329195,1.8564874208181572,0.9949035873989016,0.0094614258852381,0.0668841761827079,1.8115116670016584,0.0442483702133151,0.0445390597771206,24,550,590,0.9322033898305084
B0005,45,1.847417311283644,1.8564874208181572,0.995114370594272,0.0090701095345133,0.0734094616639478,1.8205737492091567,0.0003913163507247,-0.0438570538625904,24,546,590,0.9254237288135593
B0005,49,1.8361774213478947,1.8564874208181572,0.9890599854098058,0.0203099994702626,0.0799347471451876,1.8272933333134944,-0.0112398899357493,-0.011631206286474,24,542,590,0.9186440677966101
B0005,53,1.825780747577624,1.8564874208181572,0.9834597999985366,0.0307066732405332,0.0864600326264274,1.8318358199723372,-0.0103966737702705,0.0008432161654787,24,538,590,0.911864406779661
B0005,57,1.8251136435078368,1.8564874208181572,0.9831004632950896,0.0313737773103206,0.0929853181076672,1.836303023729984,-0.0006671040697874,0.0097295697004831,24,534,590,0.9050847457627119
B0005,61,1.825581504220376,1.8564874208181572,0.9833524772367372,0.0309059165977811,0.099510603588907,1.8320141255874751,0.0004678607125394,0.0011349647823268,24,530,590,0.8983050847457628
B0005,65,1.814031127508391,1.8564874208181572,0.9771308478400268,0.0424562933097667,0.1060358890701468,1.8253368888324248,-0.0115503767119855,-0.012018237424525,24,526,590,0.8915254237288136
B0005,69,1.8147691941158937,1.8564874208181572,0.9775284086310274,0.0417182267022635,0.1125611745513866,1.8210552433860243,0.0007380666075031,0.0122884433194887,24,522,590,0.8847457627118644
B0005,73,1.813969388710352,1.8564874208181572,0.9770975921350076,0.0425180321078053,0.1190864600326264,1.81869297161257,-0.0007998054055418,-0.001537872013045,24,518,590,0.8779661016949153
B0005,77,1.802765665167823,1.8564874208181572,0.9710626880376818,0.0537217556503344,0.1256117455138662,1.8142233759445676,-0.011203723542529,-0.0104039181369872,24,514,590,0.8711864406779661
B0005,81,1.804077040117352,1.8564874208181572,0.9717690623092357,0.0524103807008053,0.132137030995106,1.8099224831239624,0.001311374949529,0.0125150984920581,24,510,590,0.864406779661017
B0005,85,1.8518025516704488,1.8564874208181572,0.9974764875349146,0.0046848691477088,0.1386623164763458,1.817476767956374,0.0477255115530965,0.0464141366035675,24,506,590,0.8576271186440678
B0005,89,1.8307038456739428,1.8564874208181572,0.9861116348782736,0.0257835751442145,0.1451876019575856,1.820663698267984,-0.0210987059965057,-0.0688242175496023,24,502,590,0.8508474576271187
B0005,93,1.8199041089501269,1.8564874208181572,0.9802943389447216,0.0365833118680307,0.1517128874388254,1.8218506423159384,-0.0107997367238161,0.0102989692726895,24,498,590,0.8440677966101695
B0005,97,1.809307963702852,1.8564874208181572,0.9745867078945714,0.0471794571153056,0.1582381729200652,1.8231591020229443,-0.0105961452472749,0.0002035914765412,24,494,590,0.8372881355932204
B0005,101,1.80460990458052,1.8564874208181572,0.9720560906279802,0.0518775162376374,0.164763458401305,1.823265674915578,-0.0046980591223317,0.0058980861249431,24,490,590,0.8305084745762712
B0005,105,1.7993770651972192,1.8564874208181572,0.9692374130950104,0.0571103556209382,0.1712887438825448,1.812780577620932,-0.0052328393833007,-0.0005347802609689,24,486,590,0.823728813559322
B0005,109,1.7884432335370462,1.8564874208181572,0.9633478867036308,0.0680441872811112,0.1778140293637846,1.8043284551935528,-0.010933831660173,-0.0057009922768722,24,482,590,0.8169491525423729
B0005,113,1.7829230484252725,1.8564874208181572,0.9603744299218224,0.0735643723928851,0.1843393148450244,1.7969322430885817,-0.0055201851117738,0.0054136465483991,24,478,590,0.8101694915254237
B0005,117,1.7730337158018288,1.8564874208181572,0.955047524653008,0.0834537050163286,0.1908646003262642,1.7896773935083772,-0.0098893326234434,-0.0043691475116696,24,474,590,0.8033898305084746
B0005,121,1.773037755078937,1.8564874208181572,0.9550497004162602,0.0834496657392205,0.197389885807504,1.7833629636080606,4.039277108125461e-06,0.0098933719005516,24,470,590,0.7966101694915254
B0005,125,1.7678721106662054,1.8564874208181572,0.9522672175646096,0.088615310151952,0.2039151712887439,1.777061972701858,-0.0051656444127314,-0.0051696836898396,24,466,590,0.7898305084745763
B0005,129,1.762315070409309,1.8564874208181572,0.9492739086983164,0.0941723504088487,0.2104404567699836,1.7718363400763102,-0.0055570402568967,-0.0003913958441652,24,462,590,0.7830508474576271
B0005,133,1.7676172924938447,1.8564874208181572,0.9521299593373236,0.0888701283243127,0.2169657422512235,1.7687751888900247,0.005302222084536,0.0108592623414327,24,458,590,0.7762711864406779
B0005,135,1.762668359743147,1.8564874208181572,0.9494642085785509,0.0938190610750104,0.2202283849918433,1.7667021176782884,-0.0049489327506977,-0.0102511548352337,24,456,590,0.7728813559322034
B0005,139,1.7517304870664143,1.8564874208181572,0.9435725054869608,0.1047569337517431,0.2267536704730832,1.762440664075784,-0.0109378726767326,-0.0059889399260348,24,452,590,0.7661016949152543
B0005,143,1.7418496047960008,1.8564874208181572,0.9382501520146926,0.1146378160221566,0.233278955954323,1.7572361629017432,-0.0098808822704135,0.0010569904063191,24,448,590,0.7593220338983051
B0005,147,1.7360913511847138,1.8564874208181572,0.935148459244402,0.1203960696334436,0.2398042414355628,1.751991419056824,-0.005758253611287,0.0041226286591264,24,444,590,0.752542372881356
B0005,149,1.7936240148573608,1.8564874208181572,0.9661385230754256,0.0628634059607966,0.2430668841761827,1.7571927635295277,0.0575326636726469,0.0632909172839339,24,442,590,0.7491525423728813
B0005,153,1.7831890223273277,1.8564874208181572,0.9605176972012408,0.0732983984908299,0.2495921696574225,1.7612968960463635,-0.0104349925300333,-0.0679676562026803,24,438,590,0.7423728813559322
B0005,157,1.7673642076278957,1.8564874208181572,0.9519936347583842,0.0891232131902617,0.2561174551386623,1.7644236401586595,-0.0158248146994317,-0.0053898221693984,24,434,590,0.735593220338983
B0005,161,1.7570177850353066,1.8564874208181572,0.9464205172265512,0.0994696357828508,0.2626427406199021,1.767457276206521,-0.0103464225925891,0.0054783921068426,24,430,590,0.7288135593220338
B0005,165,1.7468706179837907,1.8564874208181572,0.9409547290193552,0.1096168028343667,0.2691680261011419,1.7696131295663364,-0.0101471670515158,0.0001992555410732,24,426,590,0.7220338983050848
B0005,169,1.7417172507457144,1.8564874208181572,0.9381788592880076,0.114770170072443,0.2756933115823817,1.7592317767440069,-0.0051533672380763,0.0049937998134395,24,422,590,0.7152542372881356
B0005,173,1.7364225056478186,1.8564874208181572,0.9353268361401414,0.1200649151703387,0.2822185970636215,1.7498784734081052,-0.0052947450978957,-0.0001413778598193,24,418,590,0.7084745762711865
B0005,177,1.7263217239235826,1.8564874208181572,0.92988603346571,0.1301656968945748,0.2887438825448613,1.7416699766672423,-0.010100781724236,-0.0048060366263402,24,414,590,0.7016949152542373
B0005,181,1.7158065389330133,1.8564874208181572,0.9242220117908766,0.1406808818851441,0.2952691680261011,1.733427727446784,-0.0105151849905693,-0.0004144032663333,24,410,590,0.6949152542372882
B0005,185,1.710533351135192,1.8564874208181572,0.9213816005181208,0.1459540696829655,0.3017944535073409,1.726160274077064,-0.0052731877978213,0.0052419971927479,24,406,590,0.688135593220339
B0005,189,1.706014499648521,1.8564874208181572,0.9189475137389712,0.1504729211696365,0.3083197389885807,1.7190197238576252,-0.0045188514866709,0.0007543363111504,24,402,590,0.6813559322033899
B0005,193,1.7003110272642588,1.8564874208181572,0.91587532896664,0.1561763935538986,0.3148450244698205,1.7117974281809136,-0.0057034723842621,-0.0011846208975911,24,398,590,0.6745762711864407
B0005,197,1.6945798601797897,1.8564874208181572,0.9127882263985312,0.1619075606383679,0.3213703099510603,1.7054490554321546,-0.0057311670844693,-2.769470020713705e-05,24,394,590,0.6677966101694915
B0005,201,1.6849029086609286,1.8564874208181572,0.9075757205607076,0.1715845121572288,0.3278955954323002,1.699268329377738,-0.0096769515188608,-0.0039457844343915,24,390,590,0.6610169491525424
B0005,205,1.6744741591159715,1.8564874208181572,0.9019582574806932,0.1820132617021856,0.3344208809135399,1.692056490973894,-0.0104287495449568,-0.000751798026096,24,386,590,0.6542372881355932
B0005,209,1.6745692479879102,1.8564874208181572,0.902009477257823,0.1819181728302472,0.3409461663947797,1.6857674406417718,9.50888719384313e-05,0.0105238384168953,24,382,590,0.6474576271186441
B0005,213,1.663716375981405,1.8564874208181572,0.896163559916933,0.1927710448367523,0.3474714518760196,1.678448510385201,-0.010852872006505,-0.0109479608784435,24,378,590,0.6406779661016949
B0005,215,1.659013868748246,1.8564874208181572,0.893630546668135,0.1974735520699113,0.3507340946166394,1.6713353120988923,-0.004702507233159,0.006150364773346,24,376,590,0.6372881355932203
B0005,219,1.6538540573335014,1.8564874208181572,0.8908512057704355,0.202633363484656,0.3572593800978793,1.6651255418334068,-0.0051598114147446,-0.0004573041815856,24,372,590,0.6305084745762712
B0005,223,1.642653782130131,1.8564874208181572,0.8848181591266643,0.2138336386880264,0.3637846655791191,1.658761466436239,-0.0112002752033704,-0.0060404637886257,24,368,590,0.6237288135593221
B0005,227,1.6378578430223698,1.8564874208181572,0.8822348186450748,0.2186295777957876,0.3703099510603589,1.6514191854431306,-0.0047959391077612,0.0064043360956091,24,364,590,0.6169491525423729
B0005,231,1.6327350407099108,1.8564874208181572,0.8794754127611387,0.2237523801082466,0.3768352365415987,1.645222918388832,-0.0051228023124589,-0.0003268632046977,24,360,590,0.6101694915254238
B0005,235,1.6277528915533617,1.8564874208181572,0.8767917699307696,0.2287345292647957,0.3833605220228385,1.638970722949855,-0.0049821491565491,0.0001406531559098,24,356,590,0.6033898305084746
B0005,239,1.622125485521159,1.8564874208181572,0.8737605584239754,0.2343619352969983,0.3898858075040783,1.6326250085873866,-0.0056274060322025,-0.0006452568756534,24,352,590,0.5966101694915255
B0005,243,1.6113256603765849,1.8564874208181572,0.8679432148624366,0.2451617604415725,0.3964110929853181,1.6263593842366777,-0.0107998251445742,-0.0051724191123716,24,348,590,0.5898305084745763
B0005,247,1.6065631397488385,1.8564874208181572,0.865377875300024,0.2499242810693189,0.4029363784665579,1.6201004435819708,-0.0047625206277464,0.0060373045168278,24,344,590,0.5830508474576271
B0005,251,1.6015142233917594,1.8564874208181572,0.8626582682073705,0.254973197426398,0.4094616639477977,1.6138562801183407,-0.005048916357079,-0.0002863957293326,24,340,590,0.576271186440678
B0005,255,1.590369231400328,1.8564874208181572,0.8566549999565574,0.2661181894178295,0.4159869494290375,1.606379548087734,-0.0111449919914314,-0.0060960756343524,24,336,590,0.5694915254237288
B0005,259,1.5857889968242211,1.8564874208181572,0.854187849075412,0.2706984239939363,0.4225122349102773,1.5991122503483464,-0.0045802345761067,0.0065647574153246,24,332,590,0.5627118644067797
B0005,263,1.5849430707374117,1.8564874208181572,0.853732189598637,0.2715443500807457,0.4290375203915171,1.5938357324205117,-0.0008459260868094,0.0037343084892973,24,328,590,0.5559322033898305
B0005,265,1.5955263892495937,1.8564874208181572,0.8594329115068511,0.2609610315685637,0.432300163132137,1.5916283823206627,0.0105833185121819,0.0114292445989914,24,326,590,0.5525423728813559
B0005,269,1.5747301747801037,1.8564874208181572,0.8482309964083232,0.2817572460380537,0.4388254486133768,1.5862715725983316,-0.0207962144694899,-0.0313795329816719,24,322,590,0.5457627118644067
B0005,273,1.5649019950937946,1.8564874208181572,0.8429370312695894,0.2915854257243628,0.4453507340946166,1.581178125337025,-0.0098281796863091,0.0109680347831808,24,318,590,0.5389830508474577
B0005,277,1.5597659473370362,1.8564874208181572,0.8401704907053151,0.2967214734811212,0.4518760195758564,1.575973515439588,-0.0051360477567583,0.0046921319295507,24,314,590,0.5322033898305085
B0005,281,1.5594815668184234,1.8564874208181572,0.8400173086716403,0.297005853999734,0.4584013050570962,1.5708812146557904,-0.0002843805186127,0.0048516672381455,24,310,590,0.5254237288135594
B0005,285,1.55468935359061,1.8564874208181572,0.8374359751414073,0.3017980672275475,0.464926590538336,1.5627138075239937,-0.0047922132278135,-0.0045078327092007,24,306,590,0.5186440677966102
B0005,289,1.5488741079890418,1.8564874208181572,0.8343035835418966,0.3076133128291156,0.4714518760195758,1.5575425941657812,-0.005815245601568,-0.0010230323737545,24,302,590,0.511864406779661
B0005,293,1.538236598942558,1.8564874208181572,0.8285736718133292,0.3182508218755995,0.4779771615008156,1.5522095149355335,-0.0106375090464838,-0.0048222634449157,24,298,590,0.5050847457627119
B0005,297,1.527914258251028,1.8564874208181572,0.8230135260370756,0.3285731625671295,0.4845024469820554,1.5458391771183322,-0.01032234069153,0.0003151683549538,24,294,590,0.49830508474576274
B0005,301,1.5285252629756445,1.8564874208181572,0.8233426447360579,0.3279621578425129,0.4910277324632953,1.5396479163497765,0.0006110047246166,0.0109333454161466,24,290,590,0.4915254237288136
B0005,305,1.522647325284378,1.8564874208181572,0.8201764839394088,0.3338400955337794,0.497553017944535,1.53323951068853,-0.0058779376912665,-0.0064889424158831,24,286,590,0.4847457627118644
B0005,309,1.5174859938489869,1.8564874208181572,0.8173963242800902,0.3390014269691705,0.5040783034257749,1.526961887860519,-0.0051613314353911,0.0007166062558754,24,282,590,0.47796610169491527
B0005,312,1.605818899130659,1.8564874208181572,0.8649769888680268,0.2506685216874984,0.5089722675367048,1.5404783478981394,0.0883329052816721,0.0934942367170632,24,279,590,0.4728813559322034
B0005,315,1.5638491446744425,1.8564874208181572,0.8423699116610504,0.2926382761437149,0.5138662316476346,1.547665325182822,-0.0419697544562165,-0.1303026597378886,24,276,590,0.46779661016949153
B0005,319,1.5480915247767786,1.8564874208181572,0.8338820438085877,0.3083958960413788,0.5203915171288744,1.551578577543049,-0.0157576198976638,0.0262121345585526,24,272,590,0.4610169491525424
B0005,323,1.5323755631868592,1.8564874208181572,0.8254166152720488,0.3241118576312982,0.5269168026101142,1.5535242251235453,-0.0157159615899193,4.1658307744496526e-05,24,268,590,0.4542372881355932
B0005,327,1.5269528268489705,1.8564874208181572,0.8224956494324317,0.3295345939691869,0.533442088091354,1.555417591723542,-0.0054227363378887,0.0102932252520306,24,264,590,0.44745762711864406
B0005,331,1.5169573017136326,1.8564874208181572,0.8171115433925789,0.3395301191045248,0.5399673735725938,1.5376452722401368,-0.0099955251353378,-0.0045727887974491,24,260,590,0.4406779661016949
B0005,335,1.511897596014269,1.8564874208181572,0.8143861246029738,0.3445898248038881,0.5464926590538336,1.527254962508102,-0.0050597056993633,0.0049358194359745,24,256,590,0.43389830508474575
B0005,339,1.5065638960681105,1.8564874208181572,0.811513118362076,0.3499235247500469,0.5530179445350734,1.5189494367663685,-0.0053336999461588,-0.0002739942467955,24,252,590,0.4271186440677966
B0005,343,1.5015453526671363,1.8564874208181572,0.8088098717121404,0.3549420681510211,0.5595432300163132,1.5127833946624238,-0.0050185434009741,0.0003151565451846,24,248,590,0.42033898305084744
B0005,347,1.4908444050400238,1.8564874208181572,0.8030457886878684,0.3656430157781336,0.566068515497553,1.5055617103006345,-0.0107009476271124,-0.0056824042261383,24,244,590,0.4135593220338983
B0005,351,1.485868384561201,1.8564874208181572,0.8003654470798278,0.3706190362569563,0.5725938009787929,1.499343926870148,-0.0049760204788227,0.0057249271482897,24,240,590,0.4067796610169492
B0005,355,1.480413677976106,1.8564874208181572,0.7974272604140161,0.3760737428420515,0.5791190864600326,1.4930471432625154,-0.0054547065850951,-0.0004786861062724,24,236,590,0.4
B0005,359,1.4752095869031632,1.8564874208181572,0.7946240682056631,0.3812778339149942,0.5856443719412724,1.486776281429526,-0.0052040910729427,0.0002506155121524,24,232,590,0.39322033898305087
B0005,363,1.4859035988304024,1.8564874208181572,0.8003844153038009,0.3705838219877551,0.5921696574225123,1.4836479306621793,0.0106940119272391,0.0158981030001819,24,228,590,0.3864406779661017
B0005,366,1.4960918298136696,1.8564874208181572,0.8058723226653155,0.3603955910044878,0.5970636215334421,1.4846974156169086,0.0101882309832672,-0.0005057809439719,24,225,590,0.3813559322033898
B0005,370,1.4808005946928984,1.8564874208181572,0.7976356737393387,0.375686826125259,0.6035889070146819,1.4836838576432478,-0.0152912351207712,-0.0254794661040385,24,221,590,0.37457627118644066
B0005,374,1.4697543268466824,1.8564874208181572,0.79168558341158,0.386733093971475,0.6101141924959217,1.481551987417363,-0.0110462678462159,0.0042449672745552,24,217,590,0.3677966101694915
B0005,378,1.4539012274845928,1.8564874208181572,0.7831462853887025,0.4025861933335646,0.6166394779771615,1.4772903155336492,-0.0158530993620895,-0.0048068315158735,24,213,590,0.3610169491525424
B0005,382,1.454146206723569,1.8564874208181572,0.7832782438583529,0.4023412140945881,0.6231647634584013,1.4709388371122825,0.0002449792389764,0.016098078601066,24,209,590,0.35423728813559324
B0005,386,1.455023751906683,1.8564874208181572,0.7837509350133121,0.4014636689114743,0.6296900489396411,1.4627252215308857,0.0008775451831137,0.0006325659441372,24,205,590,0.3474576271186441
B0005,390,1.449042163761236,1.8564874208181572,0.7805289427291894,0.4074452570569213,0.636215334420881,1.4563735353445526,-0.005981588145447,-0.0068591333285608,24,201,590,0.34067796610169493
B0005,394,1.4386709371480566,1.8564874208181572,0.7749424644709048,0.4178164836701008,0.6427406199021207,1.4501568574048276,-0.0103712266131794,-0.0043896384677324,24,197,590,0.3338983050847458
B0005,398,1.433445432156979,1.8564874208181572,0.7721277376203588,0.4230419886611785,0.6492659053833605,1.4460656983393048,-0.0052255049910776,0.0051457216221018,24,193,590,0.3271186440677966
B0005,402,1.4333958900838095,1.8564874208181572,0.7721010517012333,0.4230915307343479,0.6557911908646004,1.441915635011353,-4.954207316942849e-05,0.0051759629179082,24,189,590,0.32033898305084746
B0005,406,1.42806487344776,1.8564874208181572,0.7692294908297354,0.4284225473703975,0.6623164763458401,1.4365238593195682,-0.0053310166360496,-0.0052814745628801,24,185,590,0.3135593220338983
B0005,410,1.4229203181741186,1.8564874208181572,0.7664583676775116,0.4335671026440388,0.6688417618270799,1.4312994902021443,-0.0051445552736413,0.0001864613624082,24,181,590,0.30677966101694915
B0005,414,1.417429032731308,1.8564874208181572,0.7635004777498812,0.4390583880868495,0.6753670473083198,1.427051109318795,-0.0054912854428106,-0.0003467301691693,24,177,590,0.3
B0005,418,1.412409228794446,1.8564874208181572,0.7607965521102183,0.4440781920237113,0.6818923327895595,1.4228438686462883,-0.0050198039368618,0.0004714815059487,24,173,590,0.29322033898305083
B0005,422,1.412578792940193,1.8564874208181572,0.7608878881159705,0.4439086278779645,0.6884176182707994,1.418680449217565,0.0001695641457468,0.0051893680826087,24,169,590,0.2864406779661017
B0005,426,1.4075983731469897,1.8564874208181572,0.7582051768100095,0.4488890476711678,0.6949429037520392,1.4145871491574111,-0.0049804197932032,-0.0051499839389501,24,165,590,0.2796610169491525
B0005,430,1.4333920485221476,1.8564874208181572,0.7720989824377313,0.4230953722960098,0.7014681892332789,1.4166814952270168,0.0257936753751579,0.0307740951683612,24,161,590,0.27288135593220336
B0005,432,1.4382550176792908,1.8564874208181572,0.7747184287655712,0.4182324031388666,0.7047308319738989,1.4208466922166134,0.0048629691571431,-0.0209307062180148,24,159,590,0.26949152542372884
B0005,436,1.4173547174485526,1.8564874208181572,0.7634604477007023,0.4391327033696048,0.7112561174551386,1.4218357899474348,-0.0209003002307381,-0.0257632693878813,24,155,590,0.2627118644067797
B0005,440,1.406981663677643,1.8564874208181572,0.7578729852409039,0.4495057571405143,0.7177814029363785,1.4207163640949247,-0.0103730537709094,0.0105272464598287,24,151,590,0.2559322033898305
B0005,444,1.4012037783587623,1.8564874208181572,0.7547607178190572,0.4552836424593949,0.7243066884176182,1.419437445137279,-0.0057778853188805,0.0045951684520288,24,147,590,0.24915254237288137
B0005,448,1.3967008232726328,1.8564874208181572,0.7523351936621817,0.4597865975455246,0.7308319738988581,1.4120992000873762,-0.0045029550861297,0.0012749302327508,24,143,590,0.2423728813559322
B0005,452,1.391284788852726,1.8564874208181572,0.7494178378216989,0.4652026319654314,0.7373572593800979,1.4027051543220632,-0.0054160344199067,-0.000913079333777,24,139,590,0.23559322033898306
B0005,456,1.3862287677978349,1.8564874208181572,0.7466944037718938,0.4702586530203225,0.7438825448613376,1.39647996439192,-0.0050560210548911,0.0003600133650156,24,135,590,0.2288135593220339
B0005,460,1.3804366761974138,1.8564874208181572,0.74357448411315,0.4760507446207436,0.7504078303425775,1.3911709668958738,-0.005792091600421,-0.0007360705455299,24,131,590,0.22203389830508474
B0005,464,1.3752364150256224,1.8564874208181572,0.740773354887346,0.481251005792535,0.7569331158238173,1.385977494229246,-0.0052002611717913,0.0005918304286296,24,127,590,0.21525423728813559
B0005,468,1.3705128024895008,1.8564874208181572,0.7382289732324248,0.4859746183286566,0.763458401305057,1.3807398900726195,-0.0047236125361216,0.0004766486356697,24,123,590,0.20847457627118643
B0005,472,1.37050855662704,1.8564874208181572,0.7382266861916329,0.4859788641911176,0.7699836867862969,1.3765846436274822,-4.245862460949823e-06,0.0047193666736606,24,119,590,0.2016949152542373
B0005,476,1.3647355108681518,1.8564874208181572,0.7351170256067291,0.4917519099500056,0.7765089722675367,1.3722859922415458,-0.005773045758888,-0.005768799896427,24,115,590,0.19491525423728814
B0005,480,1.375392016895762,1.8564874208181572,0.7408571700903981,0.4810954039223953,0.7830342577487766,1.3712770603812152,0.0106565060276102,0.0164295517864982,24,111,590,0.188135593220339
B0005,482,1.3861115151535393,1.8564874208181572,0.746631245442362,0.4703759056646182,0.7862969004893964,1.373452080406799,0.0107194982577771,6.299223016692501e-05,24,109,590,0.1847457627118644
B0005,484,1.369850003583894,1.8564874208181572,0.7378719555127383,0.4866374172342635,0.7895595432300163,1.3733195206256774,-0.0162615115696453,-0.0269810098274225,24,107,590,0.18135593220338983
B0005,488,1.3647827949260758,1.8564874208181572,0.735142495242232,0.4917046258920816,0.7960848287112561,1.3721743682854846,-0.005067208657818,0.0111943029118273,24,103,590,0.17457627118644067
B0005,492,1.3543220466259964,1.8564874208181572,0.7295077959801872,0.502165374192161,0.802610114192496,1.3700916754370536,-0.0104607483000793,-0.0053935396422613,24,99,590,0.16779661016949152
B0005,496,1.3546417018378962,1.8564874208181572,0.7296799787853683,0.5018457189802612,0.8091353996737357,1.3659416124254802,0.0003196552118998,0.0107804035119791,24,95,590,0.16101694915254236
B0005,500,1.354703921319241,1.8564874208181572,0.7297134934112401,0.5017834994989168,0.8156606851549756,1.3596600936586207,6.221948134443878e-05,-0.0002574357305553,24,91,590,0.15423728813559323
B0005,504,1.349314997503458,1.8564874208181572,0.7268107407422197,0.5071724233146995,0.8221859706362153,1.3555530924425334,-0.0053889238157827,-0.0054511432971271,24,87,590,0.14745762711864407
B0005,508,1.3441891937970554,1.8564874208181572,0.7240497181525036,0.5122982270211021,0.8287112561174551,1.3514343722167292,-0.0051258037064025,0.0002631201093801,24,83,590,0.14067796610169492
B0005,512,1.3389913790695755,1.8564874208181572,0.7212499067079483,0.5174960417485819,0.835236541598695,1.348368238705445,-0.0051978147274798,-7.2011021077234e-05,24,79,590,0.13389830508474576
B0005,516,1.3389145230206971,1.8564874208181572,0.721208508070922,0.5175728977974603,0.8417618270799347,1.3452228029420057,-7.685604887841535e-05,0.0051209586786014,24,75,590,0.1271186440677966
B0005,520,1.3340066759761655,1.8564874208181572,0.7185648881952921,0.5224807448419919,0.8482871125611745,1.3410833538733902,-0.0049078470445316,-0.0048309909956532,24,71,590,0.12033898305084746
B0005,524,1.3286444309174914,1.8564874208181572,0.7156765060826296,0.527842989900666,0.8548123980424144,1.3369492405561971,-0.0053622450586741,-0.0004543980141424,24,67,590,0.1135593220338983
B0005,528,1.323170899227622,1.8564874208181572,0.7127281792431958,0.5333165215905356,0.8613376835236541,1.3327455816423102,-0.0054735316898695,-0.0001112866311954,24,63,590,0.10677966101694915
B0005,532,1.3181691588445197,1.8564874208181572,0.7100339835664494,0.5383182619736377,0.867862969004894,1.3285811375972991,-0.0050017403831021,0.0004717913067673,24,59,590,0.1
B0005,536,1.3184664436640334,1.8564874208181572,0.7101941165230103,0.538020977154124,0.8743882544861338,1.3244915217259663,0.0002972848195137,0.0052990252026159,24,55,590,0.09322033898305085
